Timestamp,Temperature,Vibration,Motor_Current,Machine_Health,Machine_Status,Remaining_Useful_Life_Days
2029-03-03 19:46:02,62.21,0.18,8.04,99.6,Healthy,229
2029-03-04 19:46:02,,,,99.6,Healthy,228
2029-03-05 19:46:02,61.96,0.15,8.12,99.3,Healthy,227
2029-03-06 19:46:02,62.81,0.17,8.09,99.4,Healthy,226
2029-03-07 19:46:02,61.95,0.19,8.09,99.6,Healthy,225
2029-03-08 19:46:02,62.26,0.23,8.14,99.5,Healthy,224
2029-03-09 19:46:02,62.26,0.21,8.09,99.1,Healthy,223
2029-03-10 19:46:02,61.94,0.21,8.02,99.5,Healthy,222
2029-03-11 19:46:02,61.72,0.17,8.1,99.3,Healthy,221
2029-03-12 19:46:02,61.69,0.2,8.07,99.1,Healthy,220
2029-03-13 19:46:02,62.14,0.17,8.03,99.4,Healthy,219
2029-03-14 19:46:02,61.95,0.19,8.1,99.5,Healthy,218
2029-03-15 19:46:02,61.98,0.17,8.08,99.5,Healthy,217
2029-03-16 19:46:02,62.32,0.16,8.11,99.6,Healthy,216
2029-03-17 19:46:02,62.73,0.18,8.09,99.1,Healthy,215
2029-03-18 19:46:02,61.62,0.18,8.08,99.4,Healthy,214
2029-03-19 19:46:02,62.79,0.18,8.12,99.4,Healthy,213
2029-03-20 19:46:02,62.34,0.17,8.11,99.0,Healthy,212
2029-03-21 19:46:02,62.48,0.19,8.1,99.0,Healthy,211
2029-03-22 19:46:02,62.61,0.17,8.12,99.2,Healthy,210
2029-03-23 19:46:02,61.91,0.2,8.09,99.0,Healthy,209
2029-03-24 19:46:02,61.2,0.17,8.1,99.5,Healthy,208
2029-03-25 19:46:02,61.76,0.17,8.06,99.5,Healthy,207
2029-03-26 19:46:02,62.12,0.17,8.01,99.3,Healthy,206
2029-03-27 19:46:02,61.6,0.16,8.17,99.6,Healthy,205
2029-03-28 19:46:02,61.87,0.14,8.02,99.6,Healthy,204
2029-03-29 19:46:02,61.31,0.15,8.07,99.2,Healthy,203
2029-03-30 19:46:02,61.56,0.16,8.04,99.1,Healthy,202
2029-03-31 19:46:02,62.1,0.21,8.08,99.3,Healthy,201
2029-04-01 19:46:02,62.2,0.19,8.07,99.4,Healthy,200
2029-04-02 19:46:02,62.62,0.21,8.11,99.3,Healthy,199
2029-04-03 19:46:02,62.03,0.19,7.99,99.5,Healthy,198
2029-04-04 19:46:02,62.05,0.18,8.07,99.3,Healthy,197
2029-04-05 19:46:02,62.46,0.17,8.12,98.9,Healthy,196
2029-04-06 19:46:02,62.06,0.19,8.08,99.4,Healthy,195
2029-04-07 19:46:02,62.87,0.21,8.05,99.6,Healthy,194
2029-04-08 19:46:02,61.94,0.17,8.06,98.1,Healthy,193
2029-04-09 19:46:02,62.62,0.21,8.07,98.1,Healthy,192
2029-04-10 19:46:02,61.46,0.23,8.09,97.9,Healthy,191
2029-04-11 19:46:02,62.28,0.26,7.96,97.4,Healthy,190
2029-04-12 19:46:02,61.83,0.27,8.07,96.9,Healthy,189
2029-04-13 19:46:02,62.24,0.29,8.11,96.4,Healthy,188
2029-04-14 19:46:02,62.4,0.32,8.14,95.9,Healthy,187
2029-04-15 19:46:02,62.79,0.35,8.18,95.5,Healthy,186
2029-04-16 19:46:02,62.27,0.32,8.17,95.0,Healthy,185
2029-04-17 19:46:02,62.29,0.36,8.11,94.5,Healthy,184
2029-04-18 19:46:02,62.55,0.4,8.2,94.0,Healthy,183
2029-04-19 19:46:02,62.76,0.34,8.2,93.5,Healthy,182
2029-04-20 19:46:02,63.59,0.39,8.24,93.0,Healthy,181
2029-04-21 19:46:02,62.44,0.35,8.3,92.5,Healthy,180
2029-04-22 19:46:02,63.31,0.37,8.28,92.0,Healthy,179
2029-04-23 19:46:02,61.89,0.36,8.28,91.6,Healthy,178
2029-04-24 19:46:02,62.26,0.29,8.25,91.1,Healthy,177
2029-04-25 19:46:02,62.62,0.3,8.36,90.6,Healthy,176
2029-04-26 19:46:02,62.82,0.26,8.3,90.1,Healthy,175
2029-04-27 19:46:02,63.0,0.29,8.43,89.6,Healthy,174
2029-04-28 19:46:02,62.77,0.26,8.34,89.1,Healthy,173
2029-04-29 19:46:02,62.73,0.26,8.34,88.6,Healthy,172
2029-04-30 19:46:02,62.41,0.24,8.36,88.2,Healthy,171
2029-05-01 19:46:02,61.97,0.21,8.39,87.7,Healthy,170
2029-05-02 19:46:02,62.28,0.22,8.42,87.2,Healthy,169
2029-05-03 19:46:02,62.27,0.18,8.48,86.7,Healthy,168
2029-05-04 19:46:02,62.02,0.23,8.49,86.2,Healthy,167
2029-05-05 19:46:02,61.88,0.2,8.47,85.7,Healthy,166
2029-05-06 19:46:02,62.19,0.21,8.57,85.2,Healthy,165
2029-05-07 19:46:02,,,,84.7,Healthy,164
2029-05-08 19:46:02,63.07,0.35,8.4,84.3,Healthy,163
2029-05-09 19:46:02,62.75,0.22,8.59,83.8,Healthy,162
2029-05-10 19:46:02,63.27,0.32,8.59,83.3,Healthy,161
2029-05-11 19:46:02,62.34,0.33,8.67,82.8,Healthy,160
2029-05-12 19:46:02,62.7,0.35,8.65,82.3,Healthy,159
2029-05-13 19:46:02,63.49,0.32,8.78,81.8,Healthy,158
2029-05-14 19:46:02,63.15,0.47,8.67,81.3,Healthy,157
2029-05-15 19:46:02,63.79,0.48,8.76,80.9,Healthy,156
2029-05-16 19:46:02,63.47,0.42,8.77,80.4,Healthy,155
2029-05-17 19:46:02,62.68,0.52,8.78,79.9,Slight Wear,154
2029-05-18 19:46:02,63.22,0.56,8.76,79.4,Slight Wear,153
2029-05-19 19:46:02,63.31,0.66,8.96,78.9,Slight Wear,152
2029-05-20 19:46:02,63.26,0.63,8.79,78.4,Slight Wear,151
2029-05-21 19:46:02,63.85,0.62,9.06,77.9,Slight Wear,150
2029-05-22 19:46:02,63.13,0.75,8.9,77.4,Slight Wear,149
2029-05-23 19:46:02,64.16,0.72,9.06,77.0,Slight Wear,148
2029-05-24 19:46:02,64.24,0.74,9.05,76.5,Slight Wear,147
2029-05-25 19:46:02,63.06,0.76,9.12,76.0,Slight Wear,146
2029-05-26 19:46:02,64.6,0.87,9.15,75.5,Slight Wear,145
2029-05-27 19:46:02,64.56,0.85,9.2,75.0,Slight Wear,144
2029-05-28 19:46:02,64.44,0.94,9.46,74.5,Slight Wear,143
2029-05-29 19:46:02,64.62,0.94,9.04,74.0,Slight Wear,142
2029-05-30 19:46:02,64.28,0.87,9.36,73.6,Slight Wear,141
2029-05-31 19:46:02,63.86,0.88,9.3,73.1,Slight Wear,140
2029-06-01 19:46:02,64.59,0.92,9.53,72.6,Slight Wear,139
2029-06-02 19:46:02,63.6,0.91,9.32,72.1,Slight Wear,138
2029-06-03 19:46:02,65.61,0.88,9.43,71.6,Slight Wear,137
2029-06-04 19:46:02,64.1,0.91,9.44,71.1,Slight Wear,136
2029-06-05 19:46:02,,,,70.6,Slight Wear,135
2029-06-06 19:46:02,64.82,0.7,9.46,70.1,Slight Wear,134
2029-06-07 19:46:02,66.68,0.8,9.59,69.7,Slight Wear,133
2029-06-08 19:46:02,66.92,0.78,9.93,69.2,Slight Wear,132
2029-06-09 19:46:02,62.97,0.84,9.98,68.7,Slight Wear,131
2029-06-10 19:46:02,65.62,0.92,9.78,68.2,Slight Wear,130
2029-06-11 19:46:02,65.87,0.86,9.77,67.7,Slight Wear,129
2029-06-12 19:46:02,65.0,0.93,9.86,67.2,Slight Wear,128
2029-06-13 19:46:02,66.15,0.81,9.75,66.7,Slight Wear,127
2029-06-14 19:46:02,66.09,0.89,9.91,66.3,Slight Wear,126
2029-06-15 19:46:02,66.49,0.79,9.98,65.8,Slight Wear,125
2029-06-16 19:46:02,66.15,0.92,10.01,65.3,Slight Wear,124
2029-06-17 19:46:02,66.31,1.03,10.25,64.8,Slight Wear,123
2029-06-18 19:46:02,64.58,1.07,10.21,64.3,Slight Wear,122
2029-06-19 19:46:02,65.37,0.85,10.07,63.8,Slight Wear,121
2029-06-20 19:46:02,65.18,1.04,10.2,63.3,Slight Wear,120
2029-06-21 19:46:02,67.17,1.08,10.47,62.9,Slight Wear,119
2029-06-22 19:46:02,67.72,1.22,10.45,62.4,Slight Wear,118
2029-06-23 19:46:02,,,,61.9,Slight Wear,117
2029-06-24 19:46:02,66.79,1.34,10.49,61.4,Slight Wear,116
2029-06-25 19:46:02,70.33,1.71,11.03,60.9,Slight Wear,115
2029-06-26 19:46:02,67.74,1.27,10.82,60.4,Slight Wear,114
2029-06-27 19:46:02,69.65,1.72,11.57,59.9,Moderate Wear,113
2029-06-28 19:46:02,66.68,1.52,10.64,59.4,Moderate Wear,112
2029-06-29 19:46:02,68.89,1.7,12.19,59.0,Moderate Wear,111
2029-06-30 19:46:02,66.16,1.56,10.65,58.5,Moderate Wear,110
2029-07-01 19:46:02,69.16,1.77,12.25,58.0,Moderate Wear,109
2029-07-02 19:46:02,,,,57.5,Moderate Wear,108
2029-07-03 19:46:02,69.01,1.58,11.33,57.0,Moderate Wear,107
2029-07-04 19:46:02,67.28,1.74,10.96,56.5,Moderate Wear,106
2029-07-05 19:46:02,68.27,1.71,11.34,56.0,Moderate Wear,105
2029-07-06 19:46:02,66.76,1.65,11.3,55.6,Moderate Wear,104
2029-07-07 19:46:02,64.12,1.79,11.09,55.1,Moderate Wear,103
2029-07-08 19:46:02,65.67,1.93,11.3,54.6,Moderate Wear,102
2029-07-09 19:46:02,67.41,1.78,10.96,54.1,Moderate Wear,101
2029-07-10 19:46:02,68.34,1.67,11.36,53.6,Moderate Wear,100
2029-07-11 19:46:02,70.36,1.78,11.76,53.1,Moderate Wear,99
2029-07-12 19:46:02,69.92,2.04,11.4,52.6,Moderate Wear,98
2029-07-13 19:46:02,68.48,1.82,11.92,52.1,Moderate Wear,97
2029-07-14 19:46:02,71.4,2.58,13.56,45.7,Moderate Wear,96
2029-07-15 19:46:02,70.08,1.71,11.76,45.7,Moderate Wear,95
2029-07-16 19:46:02,68.68,1.75,11.72,45.7,Moderate Wear,94
2029-07-17 19:46:02,68.03,1.79,11.41,45.7,Moderate Wear,93
2029-07-18 19:46:02,69.37,1.98,12.07,45.7,Moderate Wear,92
2029-07-19 19:46:02,68.84,1.94,12.1,45.7,Moderate Wear,91
2029-07-20 19:46:02,71.76,2.39,13.47,44.9,Moderate Wear,90
2029-07-21 19:46:02,73.09,2.18,13.58,44.9,Moderate Wear,89
2029-07-22 19:46:02,70.14,1.53,12.33,44.9,Moderate Wear,88
2029-07-23 19:46:02,66.91,1.86,12.64,44.9,Moderate Wear,87
2029-07-24 19:46:02,68.92,2.07,11.87,44.9,Moderate Wear,86
2029-07-25 19:46:02,69.67,1.94,12.18,44.9,Moderate Wear,85
2029-07-26 19:46:02,73.56,2.07,11.9,44.9,Moderate Wear,84
2029-07-27 19:46:02,73.41,2.11,12.07,44.9,Moderate Wear,83
2029-07-28 19:46:02,74.74,2.51,13.3,37.6,Critical,82
2029-07-29 19:46:02,70.95,1.92,12.45,37.6,Critical,81
2029-07-30 19:46:02,68.83,2.13,12.93,37.6,Critical,80
2029-07-31 19:46:02,70.31,2.28,12.89,37.6,Critical,79
2029-08-01 19:46:02,73.4,2.95,14.53,30.6,Critical,78
2029-08-02 19:46:02,70.44,2.48,12.64,30.6,Critical,77
2029-08-03 19:46:02,69.51,2.33,13.04,30.6,Critical,76
2029-08-04 19:46:02,71.47,2.39,13.1,30.6,Critical,75
2029-08-05 19:46:02,73.71,3.17,14.4,28.0,Critical,74
2029-08-06 19:46:02,70.71,2.73,13.09,28.0,Critical,73
2029-08-07 19:46:02,68.9,2.42,13.13,28.0,Critical,72
2029-08-08 19:46:02,72.44,2.74,13.09,28.0,Critical,71
2029-08-09 19:46:02,70.3,2.65,14.04,28.0,Critical,70
2029-08-10 19:46:02,71.55,3.41,13.5,28.0,Critical,69
2029-08-11 19:46:02,74.91,3.58,15.65,16.7,Critical,68
2029-08-12 19:46:02,74.06,3.07,15.08,16.7,Critical,67
2029-08-13 19:46:02,70.3,3.34,13.39,16.7,Critical,66
2029-08-14 19:46:02,74.71,3.07,14.32,16.7,Critical,65
2029-08-15 19:46:02,70.15,2.9,13.96,16.7,Critical,64
2029-08-16 19:46:02,75.22,3.56,16.03,14.1,Failure,63
2029-08-17 19:46:02,69.75,2.97,14.28,14.1,Failure,62
2029-08-18 19:46:02,71.85,2.81,14.22,14.1,Failure,61
2029-08-19 19:46:02,70.76,3.18,14.24,14.1,Failure,60
2029-08-20 19:46:02,71.52,3.27,14.26,14.1,Failure,59
2029-08-21 19:46:02,74.32,3.13,14.59,14.1,Failure,58
2029-08-22 19:46:02,74.35,3.39,14.06,14.1,Failure,57
2029-08-23 19:46:02,73.85,3.1,15.01,14.1,Failure,56
2029-08-24 19:46:02,76.8,2.78,14.85,14.1,Failure,55
2029-08-25 19:46:02,73.21,2.85,14.91,14.1,Failure,54
2029-08-26 19:46:02,73.93,2.8,14.89,14.1,Failure,53
2029-08-27 19:46:02,74.68,2.57,15.09,14.1,Failure,52
2029-08-28 19:46:02,73.51,3.66,16.79,11.5,Failure,51
2029-08-29 19:46:02,76.2,3.46,14.85,11.5,Failure,50
2029-08-30 19:46:02,73.47,3.03,14.89,11.5,Failure,49
2029-08-31 19:46:02,74.32,3.49,15.27,11.5,Failure,48
2029-09-01 19:46:02,73.19,3.71,15.7,11.5,Failure,47
2029-09-02 19:46:02,77.4,3.72,17.32,1.0,Failure,46
2029-09-03 19:46:02,74.86,3.15,16.63,1.0,Failure,45
2029-09-04 19:46:02,73.77,3.31,15.5,1.0,Failure,44
2029-09-05 19:46:02,75.3,3.42,15.87,1.0,Failure,43
2029-09-06 19:46:02,75.64,3.15,15.87,1.0,Failure,42
2029-09-07 19:46:02,76.14,3.76,16.57,1.0,Failure,41
2029-09-08 19:46:02,76.54,2.98,15.4,1.0,Failure,40
2029-09-09 19:46:02,79.86,3.59,16.18,0.0,Failure,39
2029-09-10 19:46:02,76.79,3.5,16.32,0.0,Failure,38
2029-09-11 19:46:02,76.23,3.77,15.47,0.0,Failure,37
2029-09-12 19:46:02,79.46,4.16,16.3,0.0,Failure,36
2029-09-13 19:46:02,74.91,3.96,16.34,0.0,Failure,35
2029-09-14 19:46:02,80.88,3.68,17.87,0.0,Failure,34
2029-09-15 19:46:02,75.1,4.21,16.58,0.0,Failure,33
2029-09-16 19:46:02,75.41,4.13,16.92,0.0,Failure,32
2029-09-17 19:46:02,81.11,4.54,16.5,0.0,Failure,31
2029-09-18 19:46:02,75.63,4.5,16.94,0.0,Failure,30
2029-09-19 19:46:02,,,,0.0,Failure,29
2029-09-20 19:46:02,79.86,3.84,17.04,0.0,Failure,28
2029-09-21 19:46:02,80.33,4.65,17.62,0.0,Failure,27
2029-09-22 19:46:02,83.46,4.85,18.99,0.0,Failure,26
2029-09-23 19:46:02,80.91,4.6,19.26,0.0,Failure,25
2029-09-24 19:46:02,79.99,4.78,16.81,0.0,Failure,24
2029-09-25 19:46:02,78.86,3.98,16.8,0.0,Failure,23
2029-09-26 19:46:02,79.29,4.83,17.0,0.0,Failure,22
2029-09-27 19:46:02,80.69,4.58,18.31,0.0,Failure,21
2029-09-28 19:46:02,80.71,5.01,18.59,0.0,Failure,20
2029-09-29 19:46:02,79.22,4.95,18.23,0.0,Failure,19
2029-09-30 19:46:02,81.38,4.83,19.71,0.0,Failure,18
2029-10-01 19:46:02,78.66,4.68,19.78,0.0,Failure,17
2029-10-02 19:46:02,76.42,4.23,18.04,0.0,Failure,16
2029-10-03 19:46:02,78.17,4.7,17.24,0.0,Failure,15
2029-10-04 19:46:02,77.13,4.76,18.45,0.0,Failure,14
2029-10-05 19:46:02,76.68,4.49,18.03,0.0,Failure,13
2029-10-06 19:46:02,77.78,4.8,18.48,0.0,Failure,12
2029-10-07 19:46:02,78.77,4.34,18.12,0.0,Failure,11
2029-10-08 19:46:02,81.62,3.67,18.48,0.0,Failure,10
2029-10-09 19:46:02,83.62,4.3,18.98,0.0,Failure,9
2029-10-10 19:46:02,84.31,4.3,17.52,0.0,Failure,8
2029-10-11 19:46:02,80.91,4.47,18.25,0.0,Failure,7
2029-10-12 19:46:02,83.24,6.11,18.61,0.0,Failure,6
2029-10-13 19:46:02,79.13,5.59,18.77,0.0,Failure,5
2029-10-14 19:46:02,79.77,4.74,19.49,0.0,Failure,4
2029-10-15 19:46:02,83.94,5.75,19.36,0.0,Failure,3
2029-10-16 19:46:02,84.24,4.77,18.91,0.0,Failure,2
2029-10-17 19:46:02,80.92,5.15,18.78,0.0,Failure,1
2029-10-18 19:46:02,84.74,4.88,18.97,0.0,Failure,0
2029-10-19 19:46:02,84.4,5.65,20.26,0.0,Failure,0
2029-10-20 19:46:02,84.81,5.41,18.18,0.0,Failure,0
2029-10-21 19:46:02,88.4,5.34,20.01,0.0,Failure,0
2029-10-22 19:46:02,86.93,6.59,20.9,0.0,Failure,0
2029-10-23 19:46:02,83.31,5.26,20.38,0.0,Failure,0
2029-10-24 19:46:02,87.91,5.61,19.59,0.0,Failure,0
2029-10-25 19:46:02,87.6,5.82,21.42,0.0,Failure,0
2029-10-26 19:46:02,90.54,6.57,21.25,0.0,Failure,0
2029-10-27 19:46:02,84.73,5.34,19.91,0.0,Failure,0
2029-10-28 19:46:02,95.22,7.58,21.94,0.0,Failure,0
2029-10-29 19:46:02,83.04,5.45,20.95,0.0,Failure,0
2029-10-30 19:46:02,77.26,6.61,21.14,0.0,Failure,0
2029-10-31 19:46:02,83.41,7.22,21.74,0.0,Failure,0
2029-11-01 19:46:02,78.73,5.44,20.38,0.0,Failure,0
2029-11-02 19:46:02,86.08,5.86,20.64,0.0,Failure,0
2029-11-03 19:46:02,85.7,5.94,20.1,0.0,Failure,0
2029-11-04 19:46:02,86.24,5.82,21.74,0.0,Failure,0
2029-11-05 19:46:02,86.32,6.06,20.7,0.0,Failure,0
2029-11-06 19:46:02,86.73,7.45,21.85,0.0,Failure,0
2029-11-07 19:46:02,87.51,7.31,22.36,0.0,Failure,0
2029-11-08 19:46:02,79.16,6.4,21.69,0.0,Failure,0
2029-11-09 19:46:02,81.22,6.05,21.01,0.0,Failure,0
2029-11-10 19:46:02,91.6,6.51,23.22,0.0,Failure,0
2029-11-11 19:46:02,85.67,7.98,23.66,0.0,Failure,0
2029-11-12 19:46:02,85.89,6.76,22.48,0.0,Failure,0
2029-11-13 19:46:02,84.75,6.61,23.05,0.0,Failure,0
2029-11-14 19:46:02,85.99,6.76,22.43,0.0,Failure,0
2029-11-15 19:46:02,87.2,6.71,22.88,0.0,Failure,0
2029-11-16 19:46:02,85.09,7.06,23.58,0.0,Failure,0
2029-11-17 19:46:02,80.59,6.79,22.64,0.0,Failure,0
2029-11-18 19:46:02,87.77,7.51,24.32,0.0,Failure,0
2028-12-29 19:46:02,62.56,0.21,8.06,100.0,Healthy,361
2028-12-30 19:46:02,62.83,0.21,8.05,99.9,Healthy,360
2028-12-31 19:46:02,62.73,0.23,8.06,99.9,Healthy,359
2029-01-01 19:46:02,63.37,0.21,7.99,100.0,Healthy,358
2029-01-02 19:46:02,62.63,0.21,8.01,100.0,Healthy,357
2029-01-03 19:46:02,63.0,0.22,8.01,100.0,Healthy,356
2029-01-04 19:46:02,62.27,0.2,8.12,100.0,Healthy,355
2029-01-05 19:46:02,62.49,0.22,8.03,100.0,Healthy,354
2029-01-06 19:46:02,62.15,0.18,8.06,100.0,Healthy,353
2029-01-07 19:46:02,62.01,0.23,7.98,99.9,Healthy,352
2029-01-08 19:46:02,61.47,0.21,8.14,99.9,Healthy,351
2029-01-09 19:46:02,62.53,0.2,8.05,99.9,Healthy,350
2029-01-10 19:46:02,61.98,0.25,8.07,99.9,Healthy,349
2029-01-11 19:46:02,62.25,0.23,8.02,100.0,Healthy,348
2029-01-12 19:46:02,61.94,0.24,8.1,99.9,Healthy,347
2029-01-13 19:46:02,62.64,0.2,8.03,99.8,Healthy,346
2029-01-14 19:46:02,62.39,0.29,8.03,99.9,Healthy,345
2029-01-15 19:46:02,62.44,0.2,7.95,99.8,Healthy,344
2029-01-16 19:46:02,62.8,0.22,8.07,99.8,Healthy,343
2029-01-17 19:46:02,62.55,0.23,8.08,99.9,Healthy,342
2029-01-18 19:46:02,62.33,0.2,8.03,99.9,Healthy,341
2029-01-19 19:46:02,62.06,0.18,8.08,99.8,Healthy,340
2029-01-20 19:46:02,62.01,0.17,8.0,99.8,Healthy,339
2029-01-21 19:46:02,61.82,0.19,8.04,99.9,Healthy,338
2029-01-22 19:46:02,62.57,0.21,7.97,99.8,Healthy,337
2029-01-23 19:46:02,62.44,0.23,8.1,99.9,Healthy,336
2029-01-24 19:46:02,62.29,0.2,8.04,99.8,Healthy,335
2029-01-25 19:46:02,61.53,0.24,8.02,99.8,Healthy,334
2029-01-26 19:46:02,61.47,0.25,8.03,99.9,Healthy,333
2029-01-27 19:46:02,62.12,0.23,8.01,99.7,Healthy,332
2029-01-28 19:46:02,61.74,0.24,8.04,99.9,Healthy,331
2029-01-29 19:46:02,61.7,0.24,8.09,99.8,Healthy,330
2029-01-30 19:46:02,61.64,0.24,8.08,99.8,Healthy,329
2029-01-31 19:46:02,62.72,0.19,7.97,99.8,Healthy,328
2029-02-01 19:46:02,62.34,0.23,8.0,99.9,Healthy,327
2029-02-02 19:46:02,62.21,0.19,8.02,99.8,Healthy,326
2029-02-03 19:46:02,61.88,0.17,8.1,99.7,Healthy,325
2029-02-04 19:46:02,62.49,0.18,8.04,99.8,Healthy,324
2029-02-05 19:46:02,62.5,0.22,8.12,99.7,Healthy,323
2029-02-06 19:46:02,62.12,0.25,8.05,99.7,Healthy,322
2029-02-07 19:46:02,62.79,0.21,8.07,99.8,Healthy,321
2029-02-08 19:46:02,62.44,0.22,8.06,99.7,Healthy,320
2029-02-09 19:46:02,61.85,0.28,7.94,99.8,Healthy,319
2029-02-10 19:46:02,62.16,0.23,8.05,99.8,Healthy,318
2029-02-11 19:46:02,,,,99.8,Healthy,317
2029-02-12 19:46:02,,,,99.8,Healthy,316
2029-02-13 19:46:02,61.45,0.2,8.03,99.8,Healthy,315
2029-02-14 19:46:02,61.73,0.23,8.02,99.7,Healthy,314
2029-02-15 19:46:02,62.26,0.18,8.08,99.8,Healthy,313
2029-02-16 19:46:02,62.62,0.25,8.02,99.7,Healthy,312
2029-02-17 19:46:02,61.75,0.19,8.03,99.7,Healthy,311
2029-02-18 19:46:02,62.15,0.21,8.12,99.8,Healthy,310
2029-02-19 19:46:02,62.67,0.21,7.93,99.6,Healthy,309
2029-02-20 19:46:02,62.13,0.25,7.98,99.6,Healthy,308
2029-02-21 19:46:02,62.51,0.23,7.96,99.8,Healthy,307
2029-02-22 19:46:02,61.71,0.28,7.97,99.7,Healthy,306
2029-02-23 19:46:02,62.34,0.22,8.0,99.8,Healthy,305
2029-02-24 19:46:02,61.96,0.22,8.09,99.6,Healthy,304
2029-02-25 19:46:02,61.66,0.22,8.1,99.7,Healthy,303
2029-02-26 19:46:02,62.63,0.23,8.02,99.5,Healthy,302
2029-02-27 19:46:02,61.88,0.22,8.0,99.5,Healthy,301
2029-02-28 19:46:02,62.21,0.21,8.01,99.8,Healthy,300
2029-03-01 19:46:02,62.11,0.2,8.05,99.6,Healthy,299
2029-03-02 19:46:02,61.71,0.21,8.07,99.7,Healthy,298
2029-03-03 19:46:02,62.4,0.22,8.08,99.4,Healthy,297
2029-03-04 19:46:02,62.66,0.21,8.05,99.9,Healthy,296
2029-03-05 19:46:02,61.83,0.2,8.08,99.5,Healthy,295
2029-03-06 19:46:02,62.93,0.21,8.0,99.8,Healthy,294
2029-03-07 19:46:02,62.83,0.21,8.08,99.6,Healthy,293
2029-03-08 19:46:02,62.64,0.25,8.08,99.6,Healthy,292
2029-03-09 19:46:02,62.14,0.21,8.01,99.6,Healthy,291
2029-03-10 19:46:02,62.24,0.23,8.0,99.6,Healthy,290
2029-03-11 19:46:02,62.37,0.2,8.08,99.7,Healthy,289
2029-03-12 19:46:02,61.86,0.22,8.09,99.6,Healthy,288
2029-03-13 19:46:02,62.21,0.22,8.04,99.6,Healthy,287
2029-03-14 19:46:02,61.47,0.21,7.91,99.6,Healthy,286
2029-03-15 19:46:02,61.74,0.22,8.03,99.7,Healthy,285
2029-03-16 19:46:02,61.34,0.23,8.05,99.3,Healthy,284
2029-03-17 19:46:02,61.99,0.27,8.06,99.5,Healthy,283
2029-03-18 19:46:02,61.72,0.22,7.98,99.4,Healthy,282
2029-03-19 19:46:02,61.42,0.19,8.04,99.5,Healthy,281
2029-03-20 19:46:02,61.98,0.2,8.0,99.5,Healthy,280
2029-03-21 19:46:02,62.01,0.24,8.0,99.4,Healthy,279
2029-03-22 19:46:02,61.85,0.21,8.03,99.4,Healthy,278
2029-03-23 19:46:02,,,,99.7,Healthy,277
2029-03-24 19:46:02,61.99,0.25,8.01,99.4,Healthy,276
2029-03-25 19:46:02,62.56,0.22,7.97,99.3,Healthy,275
2029-03-26 19:46:02,62.6,0.2,7.93,99.4,Healthy,274
2029-03-27 19:46:02,62.73,0.22,8.06,99.5,Healthy,273
2029-03-28 19:46:02,62.52,0.17,8.01,99.7,Healthy,272
2029-03-29 19:46:02,62.33,0.2,8.16,99.5,Healthy,271
2029-03-30 19:46:02,61.71,0.19,8.05,99.6,Healthy,270
2029-03-31 19:46:02,62.45,0.22,8.03,99.3,Healthy,269
2029-04-01 19:46:02,62.35,0.22,7.99,99.5,Healthy,268
2029-04-02 19:46:02,62.39,0.25,7.95,99.6,Healthy,267
2029-04-03 19:46:02,62.84,0.23,7.93,99.7,Healthy,266
2029-04-04 19:46:02,61.97,0.24,8.0,99.3,Healthy,265
2029-04-05 19:46:02,62.28,0.23,8.04,99.4,Healthy,264
2029-04-06 19:46:02,62.49,0.24,8.07,99.6,Healthy,263
2029-04-07 19:46:02,62.81,0.23,8.05,99.4,Healthy,262
2029-04-08 19:46:02,61.55,0.21,7.96,99.6,Healthy,261
2029-04-09 19:46:02,62.61,0.2,8.05,99.2,Healthy,260
2029-04-10 19:46:02,62.46,0.18,8.05,99.7,Healthy,259
2029-04-11 19:46:02,62.88,0.22,8.02,99.7,Healthy,258
2029-04-12 19:46:02,63.14,0.21,7.95,99.5,Healthy,257
2029-04-13 19:46:02,62.12,0.2,8.07,99.5,Healthy,256
2029-04-14 19:46:02,62.48,0.22,7.99,99.4,Healthy,255
2029-04-15 19:46:02,61.94,0.2,7.96,99.6,Healthy,254
2029-04-16 19:46:02,62.1,0.23,8.02,99.6,Healthy,253
2029-04-17 19:46:02,62.6,0.23,8.0,99.2,Healthy,252
2029-04-18 19:46:02,61.92,0.24,8.05,99.5,Healthy,251
2029-04-19 19:46:02,62.05,0.22,8.05,99.1,Healthy,250
2029-04-20 19:46:02,61.8,0.23,8.05,99.1,Healthy,249
2029-04-21 19:46:02,61.72,0.18,8.03,99.3,Healthy,248
2029-04-22 19:46:02,61.84,0.2,7.98,99.6,Healthy,247
2029-04-23 19:46:02,62.16,0.2,8.03,99.4,Healthy,246
2029-04-24 19:46:02,62.26,0.17,8.02,99.4,Healthy,245
2029-04-25 19:46:02,61.2,0.19,8.01,99.6,Healthy,244
2029-04-26 19:46:02,62.19,0.22,7.99,99.2,Healthy,243
2029-04-27 19:46:02,61.79,0.21,8.11,99.2,Healthy,242
2029-04-28 19:46:02,,,,99.4,Healthy,241
2029-04-29 19:46:02,62.02,0.23,8.07,99.2,Healthy,240
2029-04-30 19:46:02,62.22,0.27,8.0,99.4,Healthy,239
2029-05-01 19:46:02,62.67,0.22,8.02,99.3,Healthy,238
2029-05-02 19:46:02,62.25,0.26,8.07,99.3,Healthy,237
2029-05-03 19:46:02,62.22,0.24,8.02,99.2,Healthy,236
2029-05-04 19:46:02,62.25,0.24,8.01,99.6,Healthy,235
